Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Подкаменная Тунгуска;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2011;3135;2882;3217;3305;4411;5260;5093;5409;5084;4053;3353;3200;48402
Провидения(Провидения Бухта);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2011;103846;80394;98024;117168;150685;181516;200391;201148;179502;145355;130755;127294;1716078
Ростов-на-Дону(Платов);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2011;565484;475612;580064;640327;830162;1042311;1141163;1153019;998242;806376;690042;687311;9610113
Саранск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2011;13003;14022;16204;18530;20945;26623;29977;30551;26562;19839;18089;17078;251423
Саскылах;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2011;105611;95871;109865;106379;125272;229121;318396;356360;268597;142502;110130;113028;2081132
Среднеколымск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2011;6984;8527;9435;11501;12709;15679;20379;21789;18555;17605;17589;16306;177058
Старый Оскол;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2011;71541;65557;79846;85419;101889;125978;144394;141820;116486;94201;81883;83997;1193011
Сыктывкар;2011;17279;16510;20151;22005;27733;32601;37066;38213;30818;25053;22454;22563;312446
Таганрог(Южный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2011;435;609;842;791;773;806;897;869;888;611;641;655;8817
Тара;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2011;648;795;961;1126;1492;4711;2360;2366;2068;1467;1098;1324;20416
Тиличики;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2011;23301;24955;27416;29513;29969;34434;39909;41311;35783;32326;30737;30929;380583
Троицко-Печорск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2011;64730;61053;74004;76227;88292;106062;119007;124078;104511;91179;85131;90145;1084419
Удское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2011;103853;92153;102914;113185;137565;165061;183075;188379;163235;139477;128164;134116;1651177
Ухта;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2011;1199;1144;1458;1410;1517;1076;1762;2419;2035;1712;2109;1371;19212
Хабаровск(Новый);2011;96956;87890;103938;105053;112680;136350;169675;183914;149230;128886;119931;124459;1518962
Хандыга;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2011;13711;14657;18944;18993;17271;21395;23548;24184;24184;20272;22030;21109;240298
Харута;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2011;803;643;791;1126;1504;1856;1620;2352;1418;1163;1251;1269;15796
Херпучи;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2011;44297;40314;47325;53219;65113;84977;95248;99596;88474;72624;64935;64153;820275
Череповец;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2011;9533;9350;11086;12357;12831;19084;25967;28894;20135;17103;14188;14758;195286
Чокурдах;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2011;49761;45960;53986;52974;57300;71985;88509;90375;77522;67120;58690;58997;773179
Якутск;2011;31425;28261;40118;45515;45802;65743;83220;92363;68010;52145;48183;48461;649246
Якутск(Маган);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2011;5583;5152;5914;5564;5449;5458;5440;5424;5496;5572;5658;6165;66875
Ярославль(Туношна);2011;421;853;585;343;913;523;422;456;1177;315;354;207;6569
Ярцево;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2010;3779;4645;5328;5000;6521;10541;11274;12622;9298;7988;6314;6121;89431
Айхал;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2010;2749;3432;4249;5436;6404;9316;9586;9157;8878;7199;7345;7744;81495
Анапа(Витязево);2010;9172;9789;11977;14256;28752;86535;137779;148255;80253;24072;13374;12783;576997
Антипаюта;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2010;36143;37726;44512;45361;52732;62215;68387;70130;61357;56827;54056;51443;640889
Астрахань(Нариманово);2010;18027;19426;21840;30567;29626;25951;30795;33771;34065;34021;25778;23725;327592
Ачинск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Батагай;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2010;4337;3919;4473;7832;10887;10923;12048;12064;10331;10815;8826;7605;104060
Белушье;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2010;7544;7326;8520;9774;10875;15168;18945;21744;16356;14319;10767;11070;152408
Бованенково;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2010;1057;1259;1366;1415;1974;2676;3863;4964;4214;3782;3677;4487;34734
Буревестник;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2010;82726;75255;87428;86502;99058;114935;136223;139559;125943;122028;96652;96715;1263024
Владикавказ(Беслан);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2010;26429;24292;29507;32795;45677;54536;57091;55956;52683;45310;34161;25432;483869
Вологда;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2010;3089;2710;3882;4016;4583;4822;5244;4982;5838;4474;4692;4031;52363
Воронеж(Чертовицкое);2010;9192;10648;12298;13407;16763;22693;26034;26074;24170;18969;16461;14722;211431
Вуктыл;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2010;162972;151311;175270;188250;225634;257501;297444;306864;269973;229651;216130;216208;2697208
Екатеринбург(Уктус);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2010;***;***;***;***;***;***;***;***;***;***;***;***;***
