Код;Проведена;Дата;ХозОперация;Поступление;Списание;Контрагент;Заказ;Наша организация;Наш р/счет;ЗаказСНашейСтороны;Менеджер;Комментарий 1;Комментарий 2
430;ИСТИНА;09.04.2014;49;0,00;17 390,00;476;950;98;10;194;;Платежное поручение № 88 от 09.04.2014 Оплата по Счету № 003801 от 03.04. 2014 за салфетки и стаканы В том числе НДС 18 % - 2652.71;
435;ИСТИНА;09.04.2014;49;0,00;3 027,00;559;1116;98;10;194;;Платежное поручение № 91 от 09.04.2014 Оплата по Счету № 3877 от 09.04. 2014 за календари В том числе НДС 18 % - 461.75;
501;ИСТИНА;09.04.2014;51;0,00;484 565,19;979;1956;98;10;194;;Платежное поручение № 94 от 09.04.2014 Обеспечение исполнения контракта. Прошу платежку с отметкой предоставить утром в понедельник 14.04.2014;
444;ИСТИНА;09.04.2014;49;0,00;4 140,00;639;1276;98;10;194;;Платежное поручение № 92 от 09.04.2014 Оплата по Счету №2394 от 07.04.2014 за стиральный порошок В том числе НДС 18 % - 631.53;
447;ИСТИНА;09.04.2014;30;0,00;6,00;649;1296;98;10;194;;Банковский ордер № 712540 от 09.04.2014 Комиссия за ПП в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №91 (3027 RUR ) от 09/04/14. Без НДС;
484;ИСТИНА;09.04.2014;49;0,00;13 160,93;870;1738;98;10;194;;Платежное поручение № 95 от 09.04.2014 Оплата по Cчету №0НХ/1552690/267541 от 09.04.2014  за канцтовары В том числе НДС 18 % - 2007.60;
451;ИСТИНА;10.04.2014;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 765690 от 10.04.2014 Комиссия за ПП в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №96 (14900 RUR ) от 10/04/14. Без НДС;
419;ИСТИНА;10.04.2014;51;0,00;153 545,40;265;528;98;10;194;;Платежное поручение № 97 от 10.04.2014 Обеспечение исполнения контракта НДС не облагается;
492;ИСТИНА;10.04.2014;49;0,00;14 900,00;890;1778;98;10;194;;Платежное поручение № 96 от 10.04.2014 Оплата по счет №1994 от 09.04.2014г за бахилы В том числе НДС 1385.36;
409;ИСТИНА;11.04.2014;29;500 000,00;0,00;92;182;98;10;194;;Платежное поручение № 6 от 11.04.2014 Взнос по договору займа № 8 от 11.04.2014г;
421;ИСТИНА;14.04.2014;51;0,00;447 661,30;303;604;98;10;194;;Платежное поручение № 103 от 14.04.2014 Обеспечение исполнения контракта. НДС не облагается;
436;ИСТИНА;14.04.2014;61;3 027,00;0,00;559;1116;98;10;194;;Платежное поручение № 3642 от 14.04.2014 Возврат оплаты по Счету № 3877 от 09.04. 2014Сумма 3027-00В т.ч. НДС  (18%) 461-75;
425;ИСТИНА;15.04.2014;44;0,00;12 862,00;426;850;98;10;194;;Платежное поручение № 102 от 14.04.2014 Оплата НДФЛ за  март 2014 г. |НДС не облагается|;
400;ИСТИНА;15.04.2014;43;0,00;21 766,00;27;52;98;10;194;;Платежное поручение № 100 от 14.04.2014 087512011315 Страховые взносы на ОПС, зачисляемые в ПФР на выплату страховой части трудовой пенсии за март 2014г. Сумма 21766 руб.|НДС не облагается|;
433;ИСТИНА;15.04.2014;60;17 690,50;0,00;497;992;98;10;194;;Платежное поручение № 269 от 15.04.2014 (00000000000000000-340=17690.50 л/с 20486У77790) ч.о. по счф УТ-5 от 10.04.14г. хоз.товары ГК 34/340 от 09.04.2014г.,в т.ч.НДС(18%)-2698-55;
493;ИСТИНА;15.04.2014;45;0,00;2 870,00;933;1864;98;10;194;;Платежное поручение № 99 от 14.04.2014 рег. № 7716045142, Страховые взносы на обязательное социальное страхование в бюджет ФСС России за март 2014 г. Сумма 2870 руб.,|НДС не облагается|;
494;ИСТИНА;15.04.2014;45;0,00;197,34;933;1864;98;10;194;;Платежное поручение № 98 от 14.04.2014 рег. № 7716045142, Страховые взносы 0,2% на ОСС от НС_ПЗ за март 2014г Сумма 197,34 руб.,|НДС не облагается|;
408;ИСТИНА;15.04.2014;29;500 000,00;0,00;92;182;98;10;194;;Платежное поручение № 7 от 15.04.2014 Взнос по договору займа №9 от 15.04.2014г.;
399;ИСТИНА;15.04.2014;43;0,00;5 045,00;27;52;98;10;194;;Платежное поручение № 101 от 14.04.2014 087512011315 Страховые взносы на ОМС в ФФОМС за март 2014г. Сумма 5045 руб., |НДС не облагается|;
464;ИСТИНА;16.04.2014;30;0,00;12,00;649;1296;98;10;194;;"Банковский ордер № 982674 от 16.04.2014 Комиссия за ПП в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 16/04/14 №№: 106 (36250 RUR ), 104 (113874.02 RUR ). Без НДС";
470;ИСТИНА;16.04.2014;51;0,00;183 041,55;653;1304;98;10;194;;Платежное поручение № 107 от 16.04.2014 Обеспечение исполнения контракта. НДС не облагается;
495;ИСТИНА;16.04.2014;49;0,00;40 035,00;936;1870;98;10;194;;Платежное поручение № 105 от 16.04.2014 Счет №668 от 15.04. 2014;
465;ИСТИНА;16.04.2014;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 982665 от 16.04.2014 Комиссия за ПП в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 16/04/14 №№: 105 (40035 RUR ), 107 (183041.55 RUR ). Без НДС";
505;ИСТИНА;16.04.2014;49;0,00;36 250,00;1168;2334;98;10;194;;Платежное поручение № 106 от 16.04.2014 Оплата по сч№2328 от 15,04,2014г за пакеты В том числе НДС 18 % - 5529.66;
411;ИСТИНА;16.04.2014;49;0,00;113 874,02;120;238;98;10;194;;Платежное поручение № 109 от 16.04.2014 счет № 847 от 11 апреля 2014 в счет котрактов с ЦФКиС и ГП №68;
463;ИСТИНА;17.04.2014;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 33126 от 17.04.2014 Комиссия за ПП в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №110 (3389.1 RUR ) от 17/04/14. Без НДС;
437;ИСТИНА;17.04.2014;49;0,00;3 389,10;572;1142;98;10;194;;Платежное поручение № 110 от 17.04.2014 Оплата по сч№СчтО-003621 от 16,04,2014г за блюдца. В том числе НДС 18 % - 516.98;
415;ИСТИНА;18.04.2014;51;0,00;35 729,09;251;500;98;10;194;;Платежное поручение № 111 от 18.04.2014 Обеспечение исполнения контракта. НДС не облагается;
410;ИСТИНА;21.04.2014;29;500 000,00;0,00;92;182;98;10;194;;Платежное поручение № 8 от 21.04.2014 Взнос по договору займа № 10 от 21.04.2014.;
422;ИСТИНА;21.04.2014;57;150 000,00;0,00;358;714;98;10;194;;Платежное поручение № 888 от 18.04.2014 Возврат ден. средств,перечисленных оператору электронной площадки для проведения операций по обеспечения участия в открытых аукционах в электр. форме. Заявка №456899 от 17.04.2014 г. НДС не облагается;
479;ИСТИНА;21.04.2014;49;0,00;2 100,00;850;1698;98;10;194;;Платежное поручение № 112 от 21.04.2014 Оплата по счету №210 от 18.04.2014 за крем-мыло В том числе НДС 18 % - 320.34;
462;ИСТИНА;21.04.2014;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 136015 от 21.04.2014 Комиссия за ПП в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 21/04/14 №№: 112 (2100 RUR ), 113 (10064 RUR ). Без НДС";
480;ИСТИНА;21.04.2014;49;0,00;10 064,00;850;1698;98;10;194;;Платежное поручение № 113 от 21.04.2014 Оплата по счету №225 от 18.04.2014 за жидкое мыло В том числе НДС 18 % - 1535.19;
417;ИСТИНА;21.04.2014;51;0,00;47 128,58;260;518;98;10;194;;Платежное поручение № 114 от 21.04.2014 Доплата обеспечения исполнения контракта 0373200173314000014. НДС не облагается;
426;ИСТИНА;22.04.2014;49;0,00;85 266,72;444;886;98;10;194;;Платежное поручение № 115 от 22.04.2014 Оплата по сч№КМГ00002055 от 18,04,2014г за полотенца. В том числе НДС 18 % - 13006.79;
468;ИСТИНА;22.04.2014;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 189906 от 22.04.2014 Комиссия за ПП в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 22/04/14 №№: 115 (85266.72 RUR ), 116 (15609.29 RUR ). Без НДС";
486;ИСТИНА;22.04.2014;49;0,00;15 609,29;870;1738;98;10;194;;Платежное поручение № 116 от 22.04.2014 Оплата по сч№ОНХ/1581554/274073 от 22,04,2014г. за канцтовары В том числе НДС 18 % - 2381.08;
405;ИСТИНА;23.04.2014;49;0,00;30 264,00;86;170;98;10;194;;Платежное поручение № 117 от 23.04.2014 Оплата по сч№1016 от 22,04,2014г за т/бумагу. В том числе НДС 18 % - 4616.54;
441;ИСТИНА;23.04.2014;60;27 600,00;0,00;579;1156;98;10;194;;"Платежное поручение № 796 от 23.04.2014 (00000000000000000340;л/с20736Х42890) Договор 25 от 09.04.2014г.,накл. УТ-5 от 11.04.2014г. за расх.мат. (бахилы полиэтиленовые) В т.ч.НДС(10%)-2 509,09";
466;ИСТИНА;23.04.2014;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 240327 от 23.04.2014 Комиссия за ПП в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 23/04/14 №№: 117 (30264 RUR ), 118 (893.1 RUR ). Без НДС";
423;ИСТИНА;23.04.2014;57;100 000,00;0,00;384;766;98;10;194;;Платежное поручение № 50540 от 23.04.2014 Возврат средств, перечисленных для обеспечения участия в открытых аукционах в электроннном виде. Без НДС;
473;ИСТИНА;23.04.2014;49;0,00;893,10;774;1546;98;10;194;;Платежное поручение № 118 от 23.04.2014 Оплата по сч№700 от 21,04,2014г за краску. В том числе НДС 18 % - 136.24;
440;ИСТИНА;24.04.2014;53;10 000,00;0,00;579;1156;98;10;194;;"Платежное поручение № 564 от 24.04.2014 (00000000000000000180; л/с20736Х42890)Возврат опл. обеспеч. заявки на участие в аукционе № извещ. 0373100008714000041 согл.пл.пор.№57 от 24.03.14";
475;ИСТИНА;24.04.2014;60;80 686,00;0,00;797;1592;98;10;194;;Платежное поручение № 281 от 23.04.2014 ( 340):80686.00 по Счет № УТ-6 от 11.04.2014г за хоз. материалы. Договор № 006/14-ДСП28 от 07.04.2014г Накладная № УТ-4 от 10.04.2014г в т.ч. НДС(18%)-12308-04;
